model,metallic,split
3d66__2__29592_椅子,5,train
3d66__2__29596_果盘_22,5,train
3d66__2__29878_书04_2,5,train
3d66__2__29993_书籍_03_1,5,train
3d66__3__30188_沙发_05,0,train
3d66__3__30631_沙发01_10,5,val
3d66__3__31219_灯具_15,3,val
3d66__3__31349_桌子_02,3,train
3d66__3__31544_摆件_01_,0,train
3d66__3__32455_手办01,5,val
3d66__3__32605_道具_04,1,val
3d66__3__33911_书03,5,test
3d66__3__33925_模特003,3,train
3d66__3__33960_模特_01,5,train
3d66__3__36315_皮包_014_None,0,train
3d66__3__36659_包_01,3,train
3d66__3__36819_衣服摆件_003,0,train
3d66__3__37549_儿童篮球_06,5,train
3d66__3__37637_玩具车_None,3,train
3d66__4__43462_摆件07_None,0,test
3d66__4__43640_地板01_None,5,train
3d66__4__44806_书桌01,0,test
3d66__4__45110_餐边柜01_None,3,train
3d66__4__45590_沙发01,0,train
3d66__4__46483_书,3,val
3d66__4__4744_茶几01_,5,train
3d66__4__48589_柜子01,1,test
3d66__4__49608_装饰01,0,val
3d66__4__49701_橱柜01,5,val
3d66__5__50764_鞋子03,3,val
3d66__5__50819_梳妆台01,0,train
3d66__5__52228_摆件,1,test
3d66__5__54135_茶几02,5,train
3d66__5__5434_床头柜92,5,test
3d66__5__55182_灯_01_None,5,train
3d66__5__56067_饰品9,5,train
3d66__5__56337_上下床01,5,train
3d66__5__57138_鞋子004,0,train
3d66__5__5724_桌子_01,3,val
3d66__5__57696_厨房柜,0,val
3d66__5__59137_桌子8,3,train
3d66__5__59548_沙发,5,train
3d66__5__59663_柠檬004,5,train
3d66__6__60314_酒柜2,5,train
3d66__6__60701_椅子,5,test
3d66__6__61227_沙发1,5,train
3d66__6__61277_蜡烛,5,train
3d66__6__62781_小床,3,test
3d66__6__63085_柜子-5,0,train
3d66__6__63119_沙发1_3,0,train
3d66__6__63245_玩具017_None,5,test
3d66__6__63270_摆件009,5,train
3d66__6__63353_椅子_None,1,train
3d66__6__63689_办公桌_None,3,train
3d66__6__6434_单人椅子,0,val
3d66__6__64388_摆件004,5,val
3d66__6__64927_沙发,1,train
3d66__6__65919_茶几001,0,train
3d66__6__65995_床,5,train
3d66__6__66837_沙发2,0,train
3d66__6__67200_柜子1,0,train
3d66__6__67358_小桌子02_None,5,test
3d66__6__67436_椅子,5,test
3d66__6__67754_沙发003,0,train
3d66__6__67902_床,0,train
3d66__6__67934_摆件1-----------8,0,train
3d66__6__68263_凳子,3,train
3d66__6__68264_椅子042,5,train
3d66__6__69060_摆件008,0,test
3d66__6__69601_洗漱用品001,5,train
3d66__6__69645_摆件002,5,test
3d66__6__69935_化妆品2_6,3,test
3d66__7__70360_包_1,0,train
3d66__7__7090_沙发2,5,train
3d66__7__72177_凳子006_None,5,train
3d66__7__72222_卡通龙头001,5,train
3d66__7__73889_礼品盒076,0,train
3d66__7__74643_沙发002,1,train
3d66__7__74657_吊灯006,1,train
3d66__7__74816_摆件35,5,train
3d66__7__75769_桌子2_3,5,train
3d66__7__76023_盒子002,0,train
3d66__7__76322_电视柜,3,train
3d66__7__76728_游乐设施022_,0,train
3d66__7__76759_椅子-19,5,train
3d66__7__77465_椅子003,3,train
3d66__7__78401_香水002,5,train
3d66__7__78643_灯026_,1,train
3d66__7__78974_沙发02,5,val
3d66__7__79152_灯--7_None,3,train
3d66__8__8006_水壶_01,5,train
3d66__8__80649_沙发001,1,train
3d66__8__81629_桌子002_None,5,train
3d66__8__81866_瓶子,5,train
3d66__8__82441_音响017,1,train
3d66__8__82607_床头柜,0,train
3d66__8__82760_烤炉,1,val
3d66__8__83448_沙发001_None,5,train
3d66__8__83725_灯003,1,train
3d66__8__83907_椅子02,3,train
3d66__8__84177_床,0,train
3d66__8__84325_床头柜01,0,train
3d66__8__84332_瓶子005,5,test
3d66__8__84406_吊灯002,5,train
3d66__8__84976_书071,5,train
3d66__8__85725_柜子1,5,train
3d66__8__8796_烧烤架01,0,train
3d66__8__88230_椅子,0,test
3d66__8__88453_沙发_2,5,train
3d66__8__89117_沙发,5,train
3d66__9__90205_柜子,3,train
3d66__9__90833_椅子003,5,train
3d66__9__9109_凳子,5,train
3d66__9__92915_漏勺_None,3,train
3d66__9__93184_相机_None,5,val
3d66__9__93937_摆件_6,1,train
3d66__9__93961_相册_None,5,train
3d66__9__93978_摆件1_None,5,train
3d66__9__94855_书本1_2,5,train
3d66__9__95600_桌子,5,train
3d66__9__95903_本_None,5,val
3d66__9__96905_沙发1,5,train
3d66__9__97064_茶杯-11,5,val
3d66__9__97636_椅子,1,train
3d66__9__97680_床,5,val
3d66__9__97813_床头柜,1,train
3d66__9__98328_椅子1,1,train
3d66__9__98852_台灯2,1,train
3d66__9__99321_单人沙发1,0,train
3d66__9__99354_单人沙发,0,val
3d66__9__99661_衣柜_None,1,train
3d66__9__99684_衣柜2,1,train
abo__2__B078JJDPR2,0,train
abo__7__B073G8Q637,5,train
abo__7__B0828FBDV7,1,test
abo__9__B07MCCSGT9,3,test
abo__B__B075X4VM6B,3,test
abo__C__B07QBMQ75C,5,train
abo__H__B01LYBQXRH,3,train
abo__K__B07QCMB5YK,5,val
abo__N__B085FJW18N,5,train
abo__P__B07K7K7GLP,0,test
abo__P__B084KD48WP,1,train
abo__S__B07MHMGPRS,0,train
abo__V__B07BMR3WZV,5,train
abo__W__B07HSBRV6W,0,train
abo__W__B07WRBHP7W,1,train
abo__Z__B07SHYXFTZ,5,train
games__APEX__dragon_lgnd_v21_rebelfreed_w_LOD0_None,5,train
games__APEX__loba_treasure_LOD0_1,5,train
games__APEX__ptpov_sentinel_legendary_01_LOD0_None,5,test
games__Achilles_Legends_Untold__443_SM_Corps_A_None,4,train
games__Achilles_Legends_Untold__579_podstawa_figury_None,5,train
games__Aircraft_Carrier_Survival__Block_Wall_Window_Thatch_Long_None,5,train
games__Asterigos_Curse_Of_The_Stars__749_military_phalan_cage_b01_mesh_with_tex,1,train
games__Bloody_Spell__054_DLnew_ZhuZiPT_02_None,0,train
games__Counter_Strike_2__canal_pole_3,5,train
games__Counter_Strike_2__coolingtank,5,train
games__Counter_Strike_2__distillery_window_large_03a_None,5,test
games__Counter_Strike_2__pist_deagle_1,3,train
games__Counter_Strike_2__warning_barrel,5,val
games__DD2__pants_007_lg_mmesh_None_None,5,train
games__DD2__tops_503_wb_mmesh_None,5,train
games__DD2__tops_532_am_mmesh_None_None,5,val
games__Deceive_Inc__1504_SM_MakeupTable_A_02_None,5,train
games__Devil_May_Cry_5__l03_14_stairwell01mesh_None,4,train
games__Devil_May_Cry_5__mesh_capcom_debris_wood03_00mesh_None,0,val
games__Devil_May_Cry_5__sm0079_cara_dent02mesh_2,0,train
games__Dota_2__Ascension_of_the_Hallowed_Beast_2,5,val
games__Dota_2__courier_ti10_radiant_lvl3_1,0,train
games__Dota_2__courier_ti9_lvl3_1,0,train
games__Dota_2__dead_tree,5,train
games__Dota_2__dotapit_s3_spectral_guardian_None,5,train
games__Dota_2__drow_ward,1,train
games__Dota_2__mystic_staff_treasure_None,0,train
games__Dota_2__pb_primal_feast_6,1,val
games__Dota_2__psionic_trap_rock_01_None,5,train
games__Gas_Station_Simulator__988_SM_Wall_Windows_HalfSlope_Warehouse_Metal_None,5,test
games__Ghostrunner__906_SM_jetpack_rocket_01_None,0,val
games__Insomnis__279_SM_Chair_01,0,train
games__Insomnis__324_SM_TV_covered_None,5,test
games__Islands_Of_Insight__299_SM_hindutemple_root_01_coner_None,0,train
games__Islands_Of_Insight__461_SM_hindutemple_roof_01_512_None,0,train
games__Layers_Of_Fear_3__1751_sm_en_Kitchen_Pots_11_with_tex_None,4,train
games__Layers_Of_Fear_3__1968_sm_en_KitchenSet_06_with_tex_None,1,test
games__Life_Is_Strange_Remastered__1229_ST_Acc_FileMess01_1,5,test
games__Life_Is_Strange_Remastered__777_ST_Acc_CamBoxe01_B_None,5,val
games__Life_Is_Strange_Remastered__874_ST_Acc_AquariumSupplies01_1,5,train
games__Monster_Hunter_Rise__com_mud_00mesh_LOD0,5,train
games__Monster_Hunter_Rise__f_combined_333,0,train
games__Monster_Hunter_Rise__m_helm377mesh_LOD0,0,train
games__Monster_Hunter_Rise__sm314_002_03mesh_LOD0_None,5,train
games__Monster_Hunter_Rise__sm324_068_02mesh_LOD0_None,5,train
games__Monster_Hunter_Rise__sm813_001_00mesh_LOD0_01,1,train
games__Monster_Hunter_Rise__v01a03_syokujibamesh_LOD0_4,5,train
games__Nobody__188_Pick_up_sister_01_None,0,train
games__Poppy_Playtime_Chapter_3__517_SM_ToyboxHuggy_B_with_tex,0,train
games__RIPOUT__655_SM_Revolver_Cylinder_None,1,train
games__Resident_Evil_2__sm26_048_scaffold01_00msmesh_None,1,train
games__Resident_Evil_2__sm30_278_MetalShelf01B_00msmesh_None,1,train
games__Resident_Evil_2__sm42_204_ChestDrawer01A_00mdmesh_None,0,test
games__Resident_Evil_3__1287_sm22_483_es_umbrellabox02a_00msmesh_None,3,test
games__Resident_Evil_3__1351_sm33_412_es_cars01a_01msmesh_6,0,val
games__Resident_Evil_3__2032_sm44_003_safebox01a_00mdmesh_None,1,val
games__Resident_Evil_3__300_sm35_059_gasstationlight01a_00msmesh_None,1,test
games__Resident_Evil_7_Biohazard__1200_sm1251_largepipe01amesh_None,4,train
games__Resident_Evil_7_Biohazard__449_sm1097_trashcan01bmesh_None,0,train
games__Resident_Evil_7_Biohazard__489_sm0862_magazine01omesh_None,0,train
games__Resident_Evil_Village__175_sm39_057_bottlerack_00mesh_None,1,train
games__Resident_Evil_Village__1859_sm81_015_wooddoor_02mesh_None,0,val
games__Resident_Evil_Village__2161_sm80_235_powerpiston_00mesh_None,1,train
games__Resident_Evil_Village__2172_sm39_048_torturetoolset_00mesh_5,1,train
games__Resident_Evil_Village__947_sm83_162_geekparts_00mesh_None,1,train
games__Street_Fighter_6__2663_sm60_078_externalunitc_00mesh_None,1,train
games__Street_Fighter_6__3296_sm17_045_building_04mesh_3,0,val
games__Street_Fighter_6__3319_sm13_010_rockwall_00mesh_None,0,train
games__The_Eternal_Cylinder__101_tangerine_plant_fruit_None,5,val
games__The_Eternal_Cylinder__412_triangular_entrance_staticmesh_None,5,test
games__The_Eternal_Cylinder__448_cubegate_None,0,val
games__The_Lord_Of_The_Rings_Return_To_Moria__934_Warren_Lighting_Firepit_A_2,0,test
games__The_Talos_Principle_2__967_Massive_Nordic_Coastal_Cliff_LOD0_veqnci0db_b_None,5,train
games__Warhammer_40K_Rogue_Trader__1003_Character.animator_1475_None,0,train
games__Warhammer_40K_Rogue_Trader__1203_Character.animator_670_None,0,train
games__Warhammer_40K_Rogue_Trader__1279_Character.animator_290_None,0,val
games__Warhammer_40K_Rogue_Trader__1702_Character.animator_03_None,0,test
games__Warhammer_40K_Rogue_Trader__702_Character.animator_165_None,0,train
games__Warhammer_40K_Rogue_Trader__922_Character.animator_1800_None,0,test
games__Wasteland_3__PFX_ReinforcedGate_Small_5_2,0,train
games__Wasteland_3__PFX_Sandbags_3,5,train
hssd__74978e3ce61df9c9e8735f227dd5dec91d70a6dc,0,test
hssd__f9aa6e3c89a05941c1eb6859bade56571bc54a1a,3,val
kitbash__3a3f2179c3a22cc0331d803cb252757086d9a6d5cb55cb215b928475139d7da3,0,val
kitbash__3b73f2e369c832ff6e13fc850fb17e35a6d442b065cc85ed26dbbbc1da04f946,4,train
kitbash__41759c331854f4f0c0b894f8882a39162ff33387fea6a2b4829645879705b1f5,0,train
kitbash__45116624fe8e1ead89bc033deed7ab325291d6062769f7b7c38e53327cc74a88,0,train
kitbash__4be4359a5d8ee5f0575bb5fcae5ad424e73b98646ad8cf12a331a4ed69100215,3,test
kitbash__4ece22b6a6dc38d1fc9c6bf4556b321ec81f926e0fde000dc31b430d002ddcac,0,train
kitbash__5a846b20d1bc5e91ca83f7592185f7a76f889984234ed141759e81d5b72d0a39,0,train
kitbash__5ef9745626759f71a97cca9c3dd3b4bd9d33408985383baf0596ea465f2ccbd3,0,train
kitbash__71249e3843d0f6881ef645e5224dcb72c6167f25728b19c73e01153eef1093de,0,train
kitbash__7f71eed84cd6567222a122c49d12b3def162a454d34fa101e7c938762875a623,0,val
kitbash__9569512925b9948f0905f89b24b45f9211a6fa18773902571cfb7d39c4ed5b9a,0,train
kitbash__a52811a83430f9dacb0c6e4de48dc7f407359a7bd2146d1d41442f9d0d713b64,1,val
kitbash__d85cf1e932c63a069190de9293ae2fdd24007cb1294c73b0a30624e15bb629b0,1,train
kitbash__e43c84ed9cdeaf2fee71e54847858a5f4859090d71c8a880b509f5299779d188,0,train
megascan__0c69a19199b5cc575c94e02664d1b4e471ca0562428541083c89aa00bef54d93,5,val
megascan__12f8fc33ea067789349948dcc6a0645e0f959b7bdf5e45d150b608f1ab29c2a1,5,val
megascan__2f08d7fffdb7df1fbe75c07941b0aefd9727b4866e470b62d59197b6a944d6a4,5,train
megascan__5b1b56a774df1ddfd84bf2c39c8261df83508e4778d058f24c5caaef8603a416,5,train
megascan__628ff48f597a4120e07ab70c25686b16e4955b5cdbb284dbc93cb2a4cc0adbb0,5,train
megascan__bdd78ea8c2c9b018d41d3fe59021ec0dd5d54529b4d6310bc88485ec7c8eadfd,5,train
megascan__c32577e1084653f3b0eec0225753e2b6c4b95a0710351c9e8cb05196b7bcf8ca,5,train
pbrmax__02684_MD_Thermos_82,1,train
pbrmax__02882_MD_StoneWall_1,5,test
pbrmax__125523_MD_Wood_4,5,val
pbrmax__125697_MD_Basket_32,5,train
pbrmax__Bench_LOD3,5,train
pbrmax__Box_1,5,train
pbrmax__Ground_15,5,train
pbrmax__Pitaya_1,5,train
pbrmax__Ruins,5,train
pbrmax__StrawberryChocolateCake_1,5,train
pbrmax__Waterhose,0,train
project-aria__BirdHouse_B0BPSQ3859_MetalRoofBlueWall_1_TU,3,train
project-aria__FakeFruit_5412_Grapefruit,5,train
project-aria__SpiceJarCurryPowder,3,train
project-aria__Vase_B0B8638HWH_BeigeShort,5,test
sketchfab-objaverse__02__029e1642bf2e436fa991543e88fd39f1_None,4,val
sketchfab-objaverse__04__042ba456637f41969593d7c6acc39aff,1,test
sketchfab-objaverse__0d__0db78b8bfcdb4c559b3bc8f63cbb5689_2,3,train
sketchfab-objaverse__0d__0ddc1fff81024ce7ae002bd73c8fb486_None,1,train
sketchfab-objaverse__0e__0e3a4b2486a9440493174a96dafc516c,5,train
sketchfab-objaverse__10__10a02e32a67541789fe7501127a20805,0,train
sketchfab-objaverse__13__13ad88e449e143b69f8e6642c665602b_None,3,train
sketchfab-objaverse__1b__1b985ac10e2f47dcbac28e4fd716da42_None,3,test
sketchfab-objaverse__22__228d1d909fc046d5bcbdf2607b7ab09d_3,4,test
sketchfab-objaverse__23__23bd862586584326bc39667918f43bff,1,train
sketchfab-objaverse__24__240a1eee70144f86bc8d5bf534f5104f_1,5,train
sketchfab-objaverse__2c__2c484ab083e74bc5b36018230ebec068_None,3,train
sketchfab-objaverse__2c__2cd69e8bd7444702818e9f325dd32609_None,1,val
sketchfab-objaverse__32__3259269a453f431fa230f622ebf37cc5_2,0,train
sketchfab-objaverse__34__34762c72554541029898eb2f7f57224d_1,5,train
sketchfab-objaverse__37__37ce10dce96b4e4085476308234e5f81,0,val
sketchfab-objaverse__3b__3b42bd79a6f041a79401419ae4d6b22d_1,5,val
sketchfab-objaverse__3c__3c199d9e358248bd800609b18e099e29_3,5,train
sketchfab-objaverse__3d__3d7ec163528042989f082209f7e75e70,5,test
sketchfab-objaverse__41__4188f3f48d234bc8b6aaeec75cff4c82,3,train
sketchfab-objaverse__42__42ae6d5ccb1844589eda0d5ddaf7b0fe,3,val
sketchfab-objaverse__44__44522e508c26453097d7506a0baf15b4,0,train
sketchfab-objaverse__45__455ef3ab83d547b0995872bca01b1837_None,3,val
sketchfab-objaverse__46__4644147be9a14514ae0f6f6dd6a8026d,1,test
sketchfab-objaverse__4a__4afce7e142de496e8d9d48ecb802fc7d,5,train
sketchfab-objaverse__50__50ed8f66e7d64fc399a7010bc74ef2d6,4,train
sketchfab-objaverse__54__5488c66137314aefa72c16388ed2bdaa_7,5,train
sketchfab-objaverse__5f__5f9e07ac11ec4bdbbdab2aeb3d03fd36_None,4,train
sketchfab-objaverse__6c__6ce108488f944322943c68ae2d6994c0,0,train
sketchfab-objaverse__73__73110752db6f42dfb721a1b6093e5c60,0,train
sketchfab-objaverse__73__73c59f9eded94cdea8cc1237ecde53c8,0,train
sketchfab-objaverse__77__773afc67e8a944d289c1bb8bf6168587_2,3,val
sketchfab-objaverse__79__79da95df701e4bbf8846b0002738a305,5,test
sketchfab-objaverse__7d__7d83cd5458f04930b6b962645079b4fc_None,5,val
sketchfab-objaverse__81__81f4eb26798e4fb29366797663f00671_3,3,train
sketchfab-objaverse__82__82e5646d538b4e81a51cfa5c8930e48a_None,4,train
sketchfab-objaverse__85__85ea1054f66144ef8501eab4e2705454_None,3,train
sketchfab-objaverse__89__892a1e9df03044c3aa25524dc47f81a4,1,train
sketchfab-objaverse__8e__8e2b37f63cfd4e549bca5e15785a2716_2,3,train
sketchfab-objaverse__8e__8ee3f06179d24078bf39a44e0bd9ae7a,3,train
sketchfab-objaverse__91__913a1607f63c4e86a7ab6df031d31b77,5,test
sketchfab-objaverse__98__98ece37a2cb54ff58bc36202ba315017_None,4,train
sketchfab-objaverse__99__994f9c81c1ba4a838701860e95d97ccb,5,train
sketchfab-objaverse__9f__9ff2a648978648a591894a2c3af1a292,3,train
sketchfab-objaverse__a2__a2b2fe2fd52f4a3b9830d3a54cd99463_1,5,test
sketchfab-objaverse__af__af6e52792eed4302bf04368aa5e9a67e,0,train
sketchfab-objaverse__af__aff27b7aa4534dd08b5e04bf8f5c72e1_None,3,train
sketchfab-objaverse__b2__b269c080bfef4203bc4e25b554b01709,4,train
sketchfab-objaverse__ba__baf6fb497f17440887f1c5be359413a9,5,train
sketchfab-objaverse__bf__bf17b2cd00564046bf7d259dc99f979f_1,5,train
sketchfab-objaverse__c3__c376ba91839f407a874ed6bf2280d4fc,5,train
sketchfab-objaverse__c5__c53c0856cea944b284ff97465823853e,3,train
sketchfab-objaverse__c5__c5f32a502d49486999bd8296cdfa8696_1,5,train
sketchfab-objaverse__c7__c778fd4a0d1847a48e18b07edcf999d3,5,val
sketchfab-objaverse__ca__ca82c5aca3704bd5a8a81296b9c34ad6,3,train
sketchfab-objaverse__ca__caef776ade4249beb2df98a19e640922_1,1,train
sketchfab-objaverse__d0__d0d490b69fea45cc93151a4b83e055ad,4,val
sketchfab-objaverse__d0__d0e92a0b7a744f4d9a5db66a8ba91b66_None,3,train
sketchfab-objaverse__d4__d4bbc5d1d83c481a970f18d9601de493,1,test
sketchfab-objaverse__d5__d50e24e435654c689d966539eb9f23d4,3,train
sketchfab-objaverse__d5__d519099e1d234c459ba7485dce31b8c5,5,train
sketchfab-objaverse__d5__d56f8beecf96449e86614f62de89df5e,3,train
sketchfab-objaverse__db__db8a8473e82b4c579408db9969bef0db_4,0,val
sketchfab-objaverse__dc__dc09459f51a74c1a942a1c8954fa3376,0,train
sketchfab-objaverse__df__df33bb2ab73241aba1e46e3151af59e3,4,train
sketchfab-objaverse__e2__e2ace4dd2223451ea7f7f0001d1f8f64_5,4,test
sketchfab-objaverse__e4__e443ee6f0b5b406481bbb371e4bcf1ca,3,train
sketchfab-objaverse__e6__e62fc13877da467899551fe4504d14a4,3,test
sketchfab-objaverse__e6__e6a6b5cf26b64af9ad5d0856a2117ed7,5,val
sketchfab-objaverse__e7__e7308ee193444d4b975187d4c3ad9736_2,3,test
sketchfab-objaverse__ea__ea523eaad6a4477a8e3c2aea176cb46a,4,train
sketchfab-objaverse__ef__ef8d74cd16d649bfb22c73c01b91ec76_None,0,train
sketchfab-objaverse__f1__f1b08b4e929c4198bd7dcf82e70b81b7,0,val
sketchfab-objaverse__f2__f27d48d3fade43e884a50c844071233a,3,test
sketchfab-objaverse__f2__f28f40d4753d4431935df9d2249f049f_None,4,test
sketchfab-objaverse__f4__f4f9a65d47384cacaed7910f9101da40_6,1,test
sketchfab-objaverse__f5__f504edf966b94e0bb4a104e9364f9531,0,train
sketchfab-objaverse__f9__f95b9f4a62804889ab6ebd2c52bafc87,0,train
sketchfab-objaverse__fd__fd4ece38f43a4c0aae9234e2503db245_None,5,test
sketchfab-objaverse__ff__ff36c9f2267d4a8597987927b02f3d07_2,0,test
sketchfab-objaverse__ff__ff6aa3e2adbe4d9ba69b8e001c270ef7,3,train
sketchfab__00__00391bd5e5d04f4abe14b973579fd403_1,0,train
sketchfab__00__00526b132563414b93161f5094a187fb_2,4,train
sketchfab__00__0072af3b9a764aa58052e426e22888e8_beach-summer-assets-kit_1,5,val
sketchfab__01__01df95f76a9d4eabba70ed2898c2c081,1,val
sketchfab__02__028fd7144e34470581728c2d07d045d7,0,train
sketchfab__02__02a0d1f8fe814b58860e1fd27f676440_None,1,test
sketchfab__04__0416c5a1fdfe414886c9a2680d9f3e22_2,0,train
sketchfab__04__04e17ed3fd374ee2901fcc247ac9ff8f,4,train
sketchfab__05__051e35c9b61147b489c6c5d442843541,5,train
sketchfab__06__06c899d0b58c46988899172ee769df67_1,5,train
sketchfab__07__0764350ff2714f7fa00609b29667cbad_game-ready-blue-mid-top-sneakers_None,5,train
sketchfab__08__08f52725a732446f9736007ba1a56be7,0,train
sketchfab__09__0927a5b12e0142caa5c285ce3b39472a_2,3,train
sketchfab__09__09c4fa3362f7462e8d6e0d62ab5a0923,3,test
sketchfab__09__09f3ac4b34d54e1291e598c789d001b5_banana-peel_None,5,train
sketchfab__0a__0a8ab415a6884f58a485abd685225c67_6,1,train
sketchfab__0a__0aa1bdd2914244f289bb10987bb6a85d_None,0,train
sketchfab__0b__0b93e129536a43fdbc76a1e37e799639,3,val
sketchfab__0b__0bc4ac58ca5f4637957dde05daa439ca,0,test
sketchfab__0b__0bd30671ba3d4c0992722f143d225acb,1,train
sketchfab__0b__0beef653394f466e80044ac15c3234f9_None,1,train
sketchfab__0b__0bf1549f1f0c42038ee601bfc0edbeb9,0,train
sketchfab__0d__0d1f8f9ccbfe43ccb699e63574f4103c,3,train
sketchfab__0e__0e26a56a73b345ba859eac9f69760816,0,val
sketchfab__0e__0e5ffa225ce942b39ae58dddc86b3e59_None,0,train
sketchfab__0e__0e9dfe8a1e3f40828a5d992f2f02b123_1,3,train
sketchfab__0f__0f8fa261f86042ceaf0479634035b9ab_2,3,train
sketchfab__0f__0fb2f0e7fb9d461f905c3e6d5d7c18e3,0,train
sketchfab__10__10107ef2dad54bc494a5012585c63d55_wicker-baskets-round-and-square-pack-4k_10,5,val
sketchfab__10__109e0bd99a48447c9b8c961424a5994c_2,5,train
sketchfab__10__10a696b672414c4db8ec2c4ab3c1fe64_None,1,test
sketchfab__11__1139e038e5754d8e87060c4b27e9adeb_None,1,train
sketchfab__11__11ffbdd807f546f494d444717df1f60b_None,3,test
sketchfab__12__121ab31723d84f14a53e9a0ea27e3852,0,train
sketchfab__12__1248ec89b8fc4619923e08cb7fd9994a,1,val
sketchfab__12__1287805b32cd40159a26b35af7a3118f,5,test
sketchfab__13__13c003e967124646987135c6bbb82590_None,5,train
sketchfab__14__1466d91e75ac4caea22beb021545ab86_None,1,test
sketchfab__15__153b27c601b44e4f975445987b5931a5,0,train
sketchfab__15__15a1b8955c5c46cc8a4b529e76bedf0b_None,3,train
sketchfab__15__15efee2319754076a7a5451c3aeb2f3d_None,5,train
sketchfab__16__16f3df03dc284d05a91afa42433cae9e,5,train
sketchfab__17__17698bf73cc9476b8621a165fc61ac05,0,train
sketchfab__1a__1a14bbc9e8b0476699c2049b4cc0292e_1,3,train
sketchfab__1a__1a525792b1e14a58b3ec1157452243fe,1,train
sketchfab__1a__1a83dfda20074d37ad3b83cdf695f41e_15,5,train
sketchfab__1b__1b7c230d87974544900cc050998a43a0,1,val
sketchfab__1b__1b8bc77c450a432086fbb7b1a11907cb,0,test
sketchfab__1c__1c59b5306f1e44939015f1f9050eaa78,4,train
sketchfab__1c__1ce7fcdc7d65423097d42dc5991af42f_None,5,train
sketchfab__1d__1dec2f6bb48e448397b6184c9e9760e1,1,val
sketchfab__20__20152bdc9f3c480abf037c8c608904c4,0,val
sketchfab__20__20bb5c336143422b913be2c4751ec00f_None,4,train
sketchfab__22__221ccd89fcdd4ef79401f58b9038a6d7,0,val
sketchfab__22__2293fb28f855460a87cc5c54cf2f6362123,5,train
sketchfab__23__239075214bd54d81ba8f1ebfaa640257_None,3,train
sketchfab__24__247d3dfe1a854042a8e3ece40ffa5d2d,5,train
sketchfab__24__2484eacdf8c345f198fde6f44f1f0241_20,0,train
sketchfab__24__2485d4f31e7342ce8b2bb3db721bf2fd,3,train
sketchfab__24__249b36110c7f42158d6420c17e5e6f76_14,0,test
sketchfab__26__2603e632dce0407d8143677e84089ad0,5,train
sketchfab__26__260c7873dc1342d59900d81595c0f1a9_9,0,train
sketchfab__26__26a002740ab54cc79cbf158af9873cff,5,train
sketchfab__26__26dc413e2933415989aeea79f06120e3_None,1,train
sketchfab__27__27c2a6fdf03d498d995350da8d3e5512,0,train
sketchfab__28__2891568802504a4e887e0e759cde6df6_1,0,train
sketchfab__29__29171951a9274a6c87aea5f4a8aa521f_None,3,test
sketchfab__29__29989be0eb2c40bbb38ff2eaa4d48758,5,train
sketchfab__29__29b13d0be8a74bd0b9abbec61d21dacd,4,train
sketchfab__2a__2a73cdf265934b7594ee108537828bbc,1,train
sketchfab__2a__2af7a9d82ab74323b6cadc221bd66380,3,val
